qid,docno,label
78,AP891215-0086,1
78,AP891215-0109,0
78,AP891215-0118,0
78,AP891215-0121,1
78,AP891215-0129,0
78,AP891215-0134,0
78,AP891215-0215,0
78,AP891216-0046,0
78,AP891218-0074,0
78,AP891218-0143,0
78,AP891218-0164,0
78,AP891219-0019,0
78,AP891226-0068,0
78,AP891227-0074,0
78,AP891229-0058,1
79,AP880214-0022,0
79,AP880215-0012,0
79,AP880215-0036,0
79,AP880215-0171,0
79,AP880218-0060,0
79,AP880219-0069,1
79,AP880219-0071,0
79,AP880221-0033,0
79,AP880229-0244,0
79,AP880301-0131,0
79,AP880302-0008,0
79,AP880302-0222,0
79,AP880303-0272,0
79,AP880309-0093,0
79,AP880309-0107,0
79,AP880315-0018,0
79,AP880317-0068,0
79,AP880319-0172,0
79,AP880320-0076,0
79,AP880322-0135,0
79,AP880324-0144,1
79,AP880328-0059,0
79,AP880328-0115,0
79,AP880330-0233,0
79,AP880401-0241,0
79,AP880403-0073,0
79,AP880404-0012,0
79,AP880405-0094,0
79,AP880412-0184,0
79,AP880413-0098,0
79,AP880413-0150,0
79,AP880414-0090,0
79,AP880418-0096,0
79,AP880421-0090,0
79,AP880424-0084,0
79,AP880426-0040,0
79,AP880426-0278,0
79,AP880427-0034,0
79,AP880428-0033,0
79,AP880502-0177,0
79,AP880504-0080,0
79,AP880504-0248,0
79,AP880505-0084,0
79,AP880507-0115,0
79,AP880507-0123,0
79,AP880507-0166,0
79,AP880508-0001,0
79,AP880509-0004,0
79,AP880509-0049,0
79,AP880509-0127,0
79,AP880510-0191,0
79,AP880510-0220,0
79,AP880510-0230,0
79,AP880513-0210,0
79,AP880513-0213,0
79,AP880514-0024,0
79,AP880516-0202,0
79,AP880524-0095,0
79,AP880524-0107,0
79,AP880531-0069,0
79,AP880601-0272,0
79,AP880606-0105,0
79,AP880611-0119,0
79,AP880613-0195,0
79,AP880616-0117,0
79,AP880617-0032,0
79,AP880620-0148,0
79,AP880629-0139,0
79,AP880702-0122,0
79,AP880706-0199,0
79,AP880707-0040,0
79,AP880709-0076,0
79,AP880710-0016,0
79,AP880712-0191,0
79,AP880719-0007,0
79,AP880720-0139,0
79,AP880725-0014,0
79,AP880725-0094,0
79,AP880726-0086,0
79,AP880809-0149,0
79,AP880815-0231,0
79,AP880822-0190,0
79,AP880822-0211,0
79,AP880823-0037,0
79,AP880824-0009,0
79,AP880829-0098,0
79,AP880829-0129,0
79,AP880901-0103,0
79,AP880905-0006,0
79,AP880908-0022,0
79,AP880909-0160,0
79,AP880913-0221,0
79,AP880917-0033,0
79,AP880917-0181,0
79,AP880918-0064,0
79,AP880919-0062,0
79,AP880919-0168,0
79,AP880920-0181,0
79,AP880922-0018,0
79,AP880925-0090,0
79,AP880926-0182,0
79,AP880927-0181,0
79,AP880929-0026,0
79,AP881001-0061,0
79,AP881002-0017,0
79,AP881002-0072,0
79,AP881003-0161,0
79,AP881005-0206,0
79,AP881005-0229,0
79,AP881007-0115,0
79,AP881009-0018,0
79,AP881013-0016,0
79,AP881013-0257,0
79,AP881014-0249,0
79,AP881018-0114,0
79,AP881028-0045,0
79,AP881102-0259,0
79,AP881104-0175,0
79,AP881109-0117,0
79,AP881111-0059,0
79,AP881111-0093,0
79,AP881111-0099,0
79,AP881111-0164,0
79,AP881111-0241,0
79,AP881112-0020,0
79,AP881123-0153,0
79,AP881202-0188,0
79,AP881203-0101,0
79,AP881205-0213,1
79,AP881206-0057,1
79,AP881206-0180,0
79,AP881208-0019,0
79,AP881209-0006,0
79,AP881212-0014,0
79,AP881212-0167,0
79,AP881215-0032,0
79,AP881215-0210,0
79,AP881218-0048,0
79,AP881218-0084,0
79,AP881220-0060,0
79,AP881220-0091,0
79,AP881222-0126,0
79,AP881222-0164,0
79,AP881226-0077,0
79,AP881228-0234,0
79,AP881230-0192,0
79,AP890103-0014,1
79,AP890104-0007,1
79,AP890104-0043,0
79,AP890105-0205,0
79,AP890106-0165,0
79,AP890109-0271,0
79,AP890110-0116,0
79,AP890110-0132,0
79,AP890110-0188,0
79,AP890111-0072,0
79,AP890111-0105,0
79,AP890111-0182,0
79,AP890111-0190,0
79,AP890112-0155,0
79,AP890113-0115,0
79,AP890116-0015,0
79,AP890117-0147,1
79,AP890117-0209,0
79,AP890118-0007,1
79,AP890119-0227,0
79,AP890122-0038,0
79,AP890125-0039,0
79,AP890126-0017,0
79,AP890128-0028,0
79,AP890128-0085,0
79,AP890129-0056,1
79,AP890130-0023,1
79,AP890130-0045,1
79,AP890130-0080,0
79,AP890130-0145,1
79,AP890130-0195,0
79,AP890131-0023,0
79,AP890131-0073,1
79,AP890201-0037,0
79,AP890201-0155,0
79,AP890202-0172,0
79,AP890202-0218,0
79,AP890205-0040,0
79,AP890205-0051,0
79,AP890205-0057,0
79,AP890207-0167,0
79,AP890207-0180,0
79,AP890207-0221,0
79,AP890207-0228,0
79,AP890209-0115,0
79,AP890209-0172,0
79,AP890210-0113,0
79,AP890210-0153,0
79,AP890210-0193,1
79,AP890211-0033,0
79,AP890212-0069,0
79,AP890213-0175,0
79,AP890214-0060,1
79,AP890215-0167,0
79,AP890216-0077,0
79,AP890216-0161,0
79,AP890216-0173,0
79,AP890217-0109,0
79,AP890218-0050,0
79,AP890218-0061,0
79,AP890218-0077,0
79,AP890219-0001,0
79,AP890219-0037,0
79,AP890219-0085,0
79,AP890222-0192,0
79,AP890222-0212,0
79,AP890222-0223,0
79,AP890223-0237,0
79,AP890224-0065,0
79,AP890224-0174,0
79,AP890224-0228,0
79,AP890225-0090,1
79,AP890227-0250,0
79,AP890301-0065,0
79,AP890302-0007,1
79,AP890302-0054,0
79,AP890302-0185,1
79,AP890302-0238,0
79,AP890302-0258,0
79,AP890304-0151,1
79,AP890306-0036,1
79,AP890307-0169,0
79,AP890308-0013,0
79,AP890309-0193,0
79,AP890310-0087,1
79,AP890310-0132,0
79,AP890310-0195,1
79,AP890310-0227,1
79,AP890312-0051,1
79,AP890312-0070,0
79,AP890313-0070,1
79,AP890314-0176,0
79,AP890315-0023,1
79,AP890315-0217,0
79,AP890316-0003,1
79,AP890318-0070,0
79,AP890318-0122,0
79,AP890319-0016,0
79,AP890319-0062,0
79,AP890320-0045,0
79,AP890320-0129,1
79,AP890322-0084,0
79,AP890322-0214,0
79,AP890323-0075,0
79,AP890323-0167,0
79,AP890324-0131,0
79,AP890324-0191,0
79,AP890326-0021,0
79,AP890326-0074,0
79,AP890326-0079,0
79,AP890327-0186,0
79,AP890327-0187,0
79,AP890328-0181,0
79,AP890329-0196,0
79,AP890330-0196,0
79,AP890403-0051,0
79,AP890406-0119,0
79,AP890407-0189,0
79,AP890408-0136,0
79,AP890411-0043,0
79,AP890411-0106,0
79,AP890411-0182,0
79,AP890413-0009,0
79,AP890413-0168,1
79,AP890413-0260,1
79,AP890414-0198,0
79,AP890415-0026,0
79,AP890415-0042,1
79,AP890415-0081,0
79,AP890416-0018,0
79,AP890416-0027,1
79,AP890420-0075,0
79,AP890420-0076,0
79,AP890420-0151,0
79,AP890421-0076,0
79,AP890421-0158,0
79,AP890422-0073,0
79,AP890423-0020,0
79,AP890424-0106,1
79,AP890424-0150,0
79,AP890424-0178,1
79,AP890425-0033,0
79,AP890425-0125,1
79,AP890427-0109,1
79,AP890427-0159,0
79,AP890428-0084,0
79,AP890428-0093,1
79,AP890428-0152,0
79,AP890501-0016,1
79,AP890501-0053,0
79,AP890501-0222,0
79,AP890502-0206,0
79,AP890504-0086,0
79,AP890504-0132,0
79,AP890504-0158,0
79,AP890505-0091,0
79,AP890505-0109,0
79,AP890505-0136,0
79,AP890506-0065,1
79,AP890506-0067,1
79,AP890506-0132,0
79,AP890506-0134,0
79,AP890507-0020,0
79,AP890509-0131,1
79,AP890510-0084,0
79,AP890510-0175,0
79,AP890510-0203,1
79,AP890511-0145,1
79,AP890512-0117,0
79,AP890513-0146,0
79,AP890516-0118,1
79,AP890516-0136,1
79,AP890516-0143,1
79,AP890517-0044,0
79,AP890517-0228,0
79,AP890518-0081,0
79,AP890519-0096,0
79,AP890519-0143,0
79,AP890520-0093,1
79,AP890521-0011,0
79,AP890522-0296,0
79,AP890522-0297,0
79,AP890522-0298,0
79,AP890523-0061,0
79,AP890523-0087,0
79,AP890524-0049,1
79,AP890524-0114,0
79,AP890524-0155,0
79,AP890525-0117,1
79,AP890526-0175,0
79,AP890527-0079,0
79,AP890527-0109,1
79,AP890527-0118,0
79,AP890528-0022,0
79,AP890528-0051,0
79,AP890528-0071,0
79,AP890528-0081,1
79,AP890529-0014,0
79,AP890530-0118,0
79,AP890530-0119,0
79,AP890530-0146,1
79,AP890531-0008,0
79,AP890531-0091,0
79,AP890601-0155,0
79,AP890601-0176,0
79,AP890601-0224,0
79,AP890603-0017,0
79,AP890603-0069,0
79,AP890603-0071,0
79,AP890603-0114,0
79,AP890610-0039,0
79,AP890611-0009,1
79,AP890612-0134,1
79,AP890612-0201,0
79,AP890613-0057,0
79,AP890613-0085,0
79,AP890613-0160,0
79,AP890614-0111,0
79,AP890615-0073,0
79,AP890615-0166,0
79,AP890615-0188,0
79,AP890616-0022,1
79,AP890616-0058,0
79,AP890616-0155,0
79,AP890616-0158,0
79,AP890616-0172,0
79,AP890617-0056,0
79,AP890617-0118,0
79,AP890618-0016,0
79,AP890618-0052,0
79,AP890618-0079,0
79,AP890618-0081,0
79,AP890619-0059,0
79,AP890619-0196,1
79,AP890620-0095,0
79,AP890621-0149,1
79,AP890622-0012,0
79,AP890623-0151,0
79,AP890624-0002,0
79,AP890625-0039,0
79,AP890626-0027,0
79,AP890626-0049,0
79,AP890627-0077,0
79,AP890628-0138,0
79,AP890629-0115,0
79,AP890629-0117,0
79,AP890630-0171,0
79,AP890630-0226,0
79,AP890701-0060,0
79,AP890702-0003,0
79,AP890703-0037,0
79,AP890703-0122,0
79,AP890703-0219,0
79,AP890704-0057,0
79,AP890704-0138,0
79,AP890705-0081,0
79,AP890705-0107,0
79,AP890705-0196,0
79,AP890706-0190,0
79,AP890707-0019,1
79,AP890707-0020,0
79,AP890707-0081,0
79,AP890707-0096,0
79,AP890707-0124,0
79,AP890711-0085,0
79,AP890712-0105,0
79,AP890712-0138,0
79,AP890713-0145,0
79,AP890713-0202,0
79,AP890714-0181,0
79,AP890715-0023,0
79,AP890717-0122,0
79,AP890717-0171,1
79,AP890719-0166,1
79,AP890722-0007,0
79,AP890722-0042,0
79,AP890722-0043,0
79,AP890722-0045,0
79,AP890722-0088,0
79,AP890722-0116,0
79,AP890722-0127,0
79,AP890723-0011,0
79,AP890723-0087,0
79,AP890724-0078,0
79,AP890725-0139,0
79,AP890725-0140,0
79,AP890725-0186,0
79,AP890726-0070,0
79,AP890727-0161,0
79,AP890728-0059,0
79,AP890728-0125,0
79,AP890730-0014,0
79,AP890801-0072,0
79,AP890802-0082,0
79,AP890804-0057,0
79,AP890808-0138,0
79,AP890809-0148,0
79,AP890810-0087,0
79,AP890810-0164,0
79,AP890811-0203,0
79,AP890814-0028,0
79,AP890814-0113,0
79,AP890814-0135,0
79,AP890814-0171,0
79,AP890815-0205,1
79,AP890816-0008,0
79,AP890816-0022,0
79,AP890816-0090,0
79,AP890816-0136,0
79,AP890818-0066,0
79,AP890819-0092,0
79,AP890821-0095,0
79,AP890821-0204,1
79,AP890822-0007,0
79,AP890822-0048,0
79,AP890823-0003,0
79,AP890823-0092,0
79,AP890824-0142,0
79,AP890825-0132,0
79,AP890826-0051,0
79,AP890826-0072,0
79,AP890828-0119,0
79,AP890828-0199,0
79,AP890829-0149,0
79,AP890829-0191,0
79,AP890830-0140,0
79,AP890831-0074,0
79,AP890831-0183,0
79,AP890901-0055,0
79,AP890902-0005,0
79,AP890904-0001,0
79,AP890905-0070,0
79,AP890905-0072,0
79,AP890906-0184,0
79,AP890907-0041,0
79,AP890908-0049,0
79,AP890908-0080,0
79,AP890908-0199,0
79,AP890909-0067,0
79,AP890910-0020,0
79,AP890911-0070,0
79,AP890911-0157,0
79,AP890911-0186,0
79,AP890912-0046,0
79,AP890912-0051,0
79,AP890912-0071,0
79,AP890912-0121,0
79,AP890913-0089,0
79,AP890913-0183,0
79,AP890913-0216,0
79,AP890914-0087,0
79,AP890914-0139,0
79,AP890915-0007,0
79,AP890915-0026,0
79,AP890915-0071,1
79,AP890915-0133,1
79,AP890917-0045,0
79,AP890918-0163,0
79,AP890919-0146,0
79,AP890920-0044,0
79,AP890921-0108,0
79,AP890921-0172,0
79,AP890922-0102,0
79,AP890922-0147,0
79,AP890923-0036,0
79,AP890923-0102,0
79,AP890925-0009,1
79,AP890926-0017,0
79,AP890926-0075,0
79,AP890926-0185,0
79,AP890928-0080,0
79,AP890928-0216,0
79,AP890929-0050,0
79,AP890929-0142,0
79,AP890929-0267,0
79,AP890930-0053,0
79,AP891001-0025,0
79,AP891001-0040,0
79,AP891001-0041,0
79,AP891001-0065,1
79,AP891002-0034,0
79,AP891002-0177,0
79,AP891003-0074,0
79,AP891003-0079,0
79,AP891003-0121,0
79,AP891003-0166,0
79,AP891003-0180,0
79,AP891004-0093,0
79,AP891004-0195,0
79,AP891004-0272,0
79,AP891005-0060,0
79,AP891005-0148,0
79,AP891005-0153,0
79,AP891006-0077,0
79,AP891006-0092,0
79,AP891006-0177,0
79,AP891006-0182,1
79,AP891007-0042,0
79,AP891007-0058,0
79,AP891007-0060,1
79,AP891007-0093,0
79,AP891007-0101,0
79,AP891007-0109,0
79,AP891007-0112,0
79,AP891008-0011,1
79,AP891008-0072,0
79,AP891009-0039,0
79,AP891009-0075,0
79,AP891010-0064,0
79,AP891010-0106,0
79,AP891010-0161,0
79,AP891010-0172,0
79,AP891011-0105,1
79,AP891011-0126,0
79,AP891011-0213,0
79,AP891012-0070,0
79,AP891012-0071,1
79,AP891012-0079,1
79,AP891012-0101,0
79,AP891012-0181,1
79,AP891012-0200,0
79,AP891012-0201,0
79,AP891012-0245,0
79,AP891013-0004,1
79,AP891013-0055,0
79,AP891013-0091,1
79,AP891014-0062,0
79,AP891014-0064,0
79,AP891014-0135,0
79,AP891016-0028,0
79,AP891016-0133,0
79,AP891017-0007,0
79,AP891017-0147,0
79,AP891018-0113,0
79,AP891018-0190,0
79,AP891019-0064,0
79,AP891019-0075,0
79,AP891019-0148,0
79,AP891020-0167,0
79,AP891021-0051,0
79,AP891021-0064,0
79,AP891021-0119,0
79,AP891022-0001,0
79,AP891023-0071,1
79,AP891023-0092,0
79,AP891023-0109,0
79,AP891024-0024,0
79,AP891024-0065,0
79,AP891024-0120,0
79,AP891025-0074,0
79,AP891026-0031,0
79,AP891026-0084,1
79,AP891026-0122,0
79,AP891027-0008,0
79,AP891027-0072,1
79,AP891028-0098,0
79,AP891028-0118,0
79,AP891029-0033,0
79,AP891029-0082,0
79,AP891030-0026,0
79,AP891030-0051,1
79,AP891030-0122,0
79,AP891031-0088,0
79,AP891031-0097,1
79,AP891101-0174,1
79,AP891101-0214,0
79,AP891102-0068,0
79,AP891102-0146,0
79,AP891103-0090,0
79,AP891103-0204,0
79,AP891103-0207,0
79,AP891104-0070,0
79,AP891104-0091,0
79,AP891105-0012,0
79,AP891105-0054,0
79,AP891105-0078,0
79,AP891105-0079,0
79,AP891106-0044,0
79,AP891106-0052,0
79,AP891106-0063,0
79,AP891106-0126,0
79,AP891107-0001,0
79,AP891107-0086,0
79,AP891107-0124,0
79,AP891107-0132,0
79,AP891107-0138,0
79,AP891107-0182,0
79,AP891107-0221,0
79,AP891108-0034,0
79,AP891108-0158,1
79,AP891108-0198,0
79,AP891108-0242,0
79,AP891109-0194,1
79,AP891109-0226,1
79,AP891110-0135,1
79,AP891110-0153,0
79,AP891110-0185,1
79,AP891111-0001,0
79,AP891111-0067,0
79,AP891111-0074,0
79,AP891111-0139,0
79,AP891112-0022,0
79,AP891113-0077,0
79,AP891113-0094,0
79,AP891113-0160,0
79,AP891113-0172,0
79,AP891114-0176,1
79,AP891115-0092,0
79,AP891115-0110,0
79,AP891115-0142,0
79,AP891115-0168,0
79,AP891116-0019,0
79,AP891116-0068,0
79,AP891116-0074,1
79,AP891117-0008,1
79,AP891117-0071,1
79,AP891117-0144,0
79,AP891117-0156,1
79,AP891119-0047,1
79,AP891121-0003,0
79,AP891121-0065,0
79,AP891121-0092,1
79,AP891121-0145,0
79,AP891121-0147,0
79,AP891121-0209,0
79,AP891123-0019,0
79,AP891123-0064,0
79,AP891123-0100,0
79,AP891123-0113,0
79,AP891125-0077,1
79,AP891125-0099,0
79,AP891126-0061,0
79,AP891126-0075,0
79,AP891127-0051,0
79,AP891127-0084,0
79,AP891127-0191,1
79,AP891128-0061,1
79,AP891128-0166,1
79,AP891129-0008,0
79,AP891129-0030,1
79,AP891129-0068,1
79,AP891129-0152,0
79,AP891129-0153,0
79,AP891129-0157,0
79,AP891129-0167,0
79,AP891129-0203,1
79,AP891130-0073,1
79,AP891201-0002,1
79,AP891201-0114,0
79,AP891201-0120,0
79,AP891202-0154,1
79,AP891204-0031,1
79,AP891204-0034,0
79,AP891204-0085,0
79,AP891204-0122,0
79,AP891204-0131,0
79,AP891204-0155,1
79,AP891204-0165,0
79,AP891205-0218,0
79,AP891206-0089,0
79,AP891206-0155,1
79,AP891207-0068,0
79,AP891207-0124,1
79,AP891207-0148,1
79,AP891207-0258,0
79,AP891208-0109,1
79,AP891208-0181,1
79,AP891208-0202,1
79,AP891208-0254,1
79,AP891209-0050,1
79,AP891209-0088,1
79,AP891209-0117,1
79,AP891210-0015,0
79,AP891210-0045,0
79,AP891210-0046,1
79,AP891210-0057,0
79,AP891210-0073,0
79,AP891211-0086,1
79,AP891211-0205,0
79,AP891211-0208,0
79,AP891212-0062,1
79,AP891212-0105,0
79,AP891212-0106,1
79,AP891213-0075,1
79,AP891216-0051,0
79,AP891216-0064,0
79,AP891216-0125,1
79,AP891216-0137,0
79,AP891217-0056,1
79,AP891218-0058,1
79,AP891218-0100,0
79,AP891218-0158,1
79,AP891219-0063,1
79,AP891220-0098,1
79,AP891221-0094,0
79,AP891222-0210,0
79,AP891223-0055,0
79,AP891223-0070,0
79,AP891224-0020,0
79,AP891226-0155,0
79,AP891227-0054,1
79,AP891227-0077,0
79,AP891229-0115,1
79,AP891229-0132,0
79,AP891230-0088,0
80,AP880212-0007,1
80,AP880212-0054,1
80,AP880212-0055,0
80,AP880213-0026,0
80,AP880213-0114,1
80,AP880213-0130,0
80,AP880213-0154,0
80,AP880213-0155,0
80,AP880213-0171,1
80,AP880214-0006,0
80,AP880214-0022,1
80,AP880214-0062,0
80,AP880214-0075,0
80,AP880214-0080,1
80,AP880214-0094,0
80,AP880215-0021,1
80,AP880215-0041,0
80,AP880215-0042,0
80,AP880215-0093,0
80,AP880215-0098,1
80,AP880215-0142,0
80,AP880215-0157,1
80,AP880215-0170,0
80,AP880216-0016,0
80,AP880216-0020,0
80,AP880216-0022,0
80,AP880216-0023,1
80,AP880216-0077,0
80,AP880216-0084,0
80,AP880216-0104,0
80,AP880216-0184,0
80,AP880217-0013,1
80,AP880217-0014,0
80,AP880217-0020,0
80,AP880217-0035,0
80,AP880217-0037,0
80,AP880217-0042,0
80,AP880217-0043,0
80,AP880217-0067,0
80,AP880217-0079,0
80,AP880217-0101,0
80,AP880217-0135,0
80,AP880217-0146,0
80,AP880217-0169,0
80,AP880217-0189,0
80,AP880217-0201,0
80,AP880217-0227,0
80,AP880218-0108,0
80,AP880218-0168,0
80,AP880218-0171,0
80,AP880219-0002,0
80,AP880219-0039,1
80,AP880219-0117,1
80,AP880219-0128,0
80,AP880219-0217,1
80,AP880219-0220,1
80,AP880220-0008,0
80,AP880220-0023,0
80,AP880220-0037,0
80,AP880220-0123,0
80,AP880220-0150,0
80,AP880221-0027,0
80,AP880221-0053,0
80,AP880221-0077,1
80,AP880222-0002,0
80,AP880222-0098,0
80,AP880222-0184,0
80,AP880222-0189,1
80,AP880223-0018,0
80,AP880223-0022,1
80,AP880223-0045,0
80,AP880223-0116,0
80,AP880223-0129,0
80,AP880223-0151,0
80,AP880223-0152,0
80,AP880223-0153,0
80,AP880223-0156,0
80,AP880223-0157,0
80,AP880223-0158,0
80,AP880223-0222,0
80,AP880223-0223,0
80,AP880223-0228,0
80,AP880224-0011,0
80,AP880224-0027,0
80,AP880224-0034,0
80,AP880224-0052,0
80,AP880224-0055,0
80,AP880224-0060,0
80,AP880224-0071,0
80,AP880224-0126,0
80,AP880224-0175,0
80,AP880224-0209,1
80,AP880224-0225,1
80,AP880225-0011,0
80,AP880225-0012,0
80,AP880225-0013,0
80,AP880225-0016,0
80,AP880225-0017,0
80,AP880225-0018,0
80,AP880225-0028,0
80,AP880225-0261,0
80,AP880225-0278,1
80,AP880226-0054,0
80,AP880226-0190,0
80,AP880226-0220,1
80,AP880227-0010,0
80,AP880227-0015,0
80,AP880227-0074,1
80,AP880227-0086,0
80,AP880227-0089,0
80,AP880228-0007,0
80,AP880228-0042,0
80,AP880228-0078,1
80,AP880228-0083,1
80,AP880228-0101,0
80,AP880228-0104,1
80,AP880229-0010,1
80,AP880229-0069,1
80,AP880229-0073,0
80,AP880229-0150,0
80,AP880229-0152,0
80,AP880229-0153,0
80,AP880229-0155,0
80,AP880229-0156,0
80,AP880229-0157,0
80,AP880229-0167,1
80,AP880229-0175,0
80,AP880301-0143,1
80,AP880301-0186,0
80,AP880302-0017,1
80,AP880302-0020,1
80,AP880302-0051,1
80,AP880302-0052,0
80,AP880302-0055,0
80,AP880302-0107,0
80,AP880302-0149,0
80,AP880302-0150,0
80,AP880302-0151,0
80,AP880302-0153,0
80,AP880302-0154,0
80,AP880302-0155,0
80,AP880302-0196,0
80,AP880303-0276,1
80,AP880304-0020,0
80,AP880304-0061,0
80,AP880304-0063,1
80,AP880304-0069,1
80,AP880304-0125,0
80,AP880307-0058,0
80,AP880307-0101,0
80,AP880307-0133,0
80,AP880307-0159,1
80,AP880308-0001,0
80,AP880308-0003,0
80,AP880308-0006,0
80,AP880308-0007,0
80,AP880308-0008,0
80,AP880308-0009,0
80,AP880308-0010,0
80,AP880308-0012,0
80,AP880308-0013,0
80,AP880308-0014,0
80,AP880308-0015,0
80,AP880308-0016,0
80,AP880308-0017,0
80,AP880308-0030,0
80,AP880308-0143,0
80,AP880308-0158,0
80,AP880308-0166,0
80,AP880308-0222,0
80,AP880308-0229,0
80,AP880308-0248,0
80,AP880308-0252,0
80,AP880309-0040,0
80,AP880309-0042,0
80,AP880309-0053,0
80,AP880309-0060,0
80,AP880309-0061,0
80,AP880309-0063,0
80,AP880309-0068,0
80,AP880309-0077,0
80,AP880309-0085,0
80,AP880309-0091,0
80,AP880309-0096,0
80,AP880309-0139,0
80,AP880309-0143,0
80,AP880309-0144,0
80,AP880309-0152,0
80,AP880309-0162,0
80,AP880309-0256,0
80,AP880309-0258,0
80,AP880309-0259,0
80,AP880309-0260,0
80,AP880309-0325,0
80,AP880310-0041,0
80,AP880310-0115,0
80,AP880310-0186,0
80,AP880310-0209,0
80,AP880310-0248,1
80,AP880311-0013,1
80,AP880311-0037,0
80,AP880311-0143,1
80,AP880311-0223,0
80,AP880312-0031,0
80,AP880312-0068,0
80,AP880312-0115,0
80,AP880312-0170,1
80,AP880314-0002,0
80,AP880315-0010,0
80,AP880315-0026,1
80,AP880315-0100,0
80,AP880315-0110,0
80,AP880315-0138,0
80,AP880316-0103,0
80,AP880316-0213,0
80,AP880316-0215,0
80,AP880316-0223,0
80,AP880317-0017,0
80,AP880318-0043,1
80,AP880318-0052,0
80,AP880318-0198,0
80,AP880318-0222,1
80,AP880319-0013,0
80,AP880320-0009,0
80,AP880321-0042,1
80,AP880321-0172,1
80,AP880321-0209,1
80,AP880322-0136,1
80,AP880323-0049,0
80,AP880323-0141,0
80,AP880324-0043,1
80,AP880324-0082,0
80,AP880324-0208,0
80,AP880324-0237,0
80,AP880324-0255,1
80,AP880324-0279,0
80,AP880324-0280,1
80,AP880325-0155,0
80,AP880325-0179,1
80,AP880326-0009,0
80,AP880326-0081,0
80,AP880326-0125,0
80,AP880327-0013,1
80,AP880327-0070,0
80,AP880327-0096,0
80,AP880328-0029,0
80,AP880328-0123,0
80,AP880328-0125,1
80,AP880328-0166,1
80,AP880328-0177,0
80,AP880329-0137,0
80,AP880329-0156,0
80,AP880329-0210,0
80,AP880330-0027,0
80,AP880330-0029,0
80,AP880330-0042,0
80,AP880330-0050,0
80,AP880330-0105,0
80,AP880330-0167,0
80,AP880331-0132,0
80,AP880401-0165,0
80,AP880402-0002,0
80,AP880402-0017,1
80,AP880404-0025,0
80,AP880406-0026,0
80,AP880406-0050,0
80,AP880406-0118,0
80,AP880406-0140,0
80,AP880406-0215,0
80,AP880407-0052,1
80,AP880407-0061,1
80,AP880407-0174,0
80,AP880408-0017,0
80,AP880408-0029,0
80,AP880408-0093,0
80,AP880408-0120,0
80,AP880414-0065,0
80,AP880414-0180,0
80,AP880417-0005,0
80,AP880417-0049,0
80,AP880418-0206,0
80,AP880418-0227,0
80,AP880418-0228,0
80,AP880420-0044,0
80,AP880420-0118,0
80,AP880421-0162,0
80,AP880423-0078,0
80,AP880423-0183,0
80,AP880423-0186,1
80,AP880426-0251,1
80,AP880427-0034,1
80,AP880427-0044,0
80,AP880427-0081,0
80,AP880427-0136,1
80,AP880427-0146,0
80,AP880427-0214,1
80,AP880427-0222,0
80,AP880428-0067,0
80,AP880428-0147,0
80,AP880429-0100,0
80,AP880429-0173,1
80,AP880429-0197,1
80,AP880501-0007,1
80,AP880502-0081,1
80,AP880503-0085,0
80,AP880503-0213,0
80,AP880504-0154,0
80,AP880505-0002,0
80,AP880505-0120,0
80,AP880505-0125,1
80,AP880505-0226,0
80,AP880507-0086,0
80,AP880509-0141,0
80,AP880509-0149,0
80,AP880510-0011,0
80,AP880510-0018,1
80,AP880510-0021,0
80,AP880511-0031,0
80,AP880511-0134,0
80,AP880511-0151,0
80,AP880511-0152,0
80,AP880511-0154,0
80,AP880511-0185,0
80,AP880511-0202,1
80,AP880511-0249,0
80,AP880511-0284,1
80,AP880512-0127,0
80,AP880513-0039,0
80,AP880513-0213,1
80,AP880513-0236,1
80,AP880516-0015,1
80,AP880516-0018,0
80,AP880516-0022,0
80,AP880516-0098,1
80,AP880516-0112,0
80,AP880516-0166,1
80,AP880516-0172,0
80,AP880516-0267,1
80,AP880517-0016,0
80,AP880518-0215,0
80,AP880519-0032,0
80,AP880519-0040,0
80,AP880520-0216,0
80,AP880521-0170,1
80,AP880521-0188,0
80,AP880522-0064,1
80,AP880523-0036,0
80,AP880523-0082,0
80,AP880523-0214,0
80,AP880523-0215,0
80,AP880525-0249,0
80,AP880527-0120,1
80,AP880527-0133,1
80,AP880527-0212,0
80,AP880527-0239,1
80,AP880531-0129,0
80,AP880531-0181,0
80,AP880531-0198,0
80,AP880601-0033,0
80,AP880601-0038,0
80,AP880601-0041,0
80,AP880601-0245,0
80,AP880601-0248,1
80,AP880602-0047,0
80,AP880603-0225,0
80,AP880604-0042,0
80,AP880604-0101,1
80,AP880604-0116,0
80,AP880604-0150,0
80,AP880606-0035,0
80,AP880606-0115,1
80,AP880606-0123,0
80,AP880607-0023,1
80,AP880607-0110,1
80,AP880608-0023,0
80,AP880608-0083,0
80,AP880608-0084,0
80,AP880608-0112,0
80,AP880608-0119,0
80,AP880608-0124,1
80,AP880608-0137,1
80,AP880608-0191,0
80,AP880609-0206,1
80,AP880609-0207,1
80,AP880610-0009,1
80,AP880610-0057,1
80,AP880610-0124,1
80,AP880610-0132,1
80,AP880610-0214,0
80,AP880610-0227,0
80,AP880611-0006,0
80,AP880611-0029,0
80,AP880611-0060,0
80,AP880611-0090,1
80,AP880611-0106,1
80,AP880611-0111,0
80,AP880611-0161,0
80,AP880611-0172,0
80,AP880611-0185,0
80,AP880612-0055,1
