qid,docno,label
58,WSJ870105-0028,0
58,WSJ870106-0033,0
58,WSJ870106-0034,1
58,WSJ870106-0101,0
58,WSJ870106-0165,1
58,WSJ870107-0008,0
58,WSJ870107-0009,1
58,WSJ870107-0061,1
58,WSJ870112-0012,1
58,WSJ870112-0068,0
58,WSJ870112-0083,0
58,WSJ870112-0084,1
58,WSJ870112-0092,0
58,WSJ870113-0015,0
58,WSJ870113-0016,0
58,WSJ870114-0140,1
58,WSJ870116-0008,0
58,WSJ870119-0022,1
58,WSJ870119-0032,0
58,WSJ870119-0039,0
58,WSJ870121-0011,0
58,WSJ870121-0041,0
58,WSJ870128-0020,0
58,WSJ870128-0021,1
58,WSJ870128-0093,0
58,WSJ870129-0012,0
58,WSJ870129-0013,1
58,WSJ870129-0102,0
58,WSJ870129-0137,0
58,WSJ870129-0138,0
58,WSJ870129-0190,0
58,WSJ870130-0034,0
58,WSJ870202-0020,0
58,WSJ870204-0104,0
58,WSJ870204-0105,0
58,WSJ870204-0123,0
58,WSJ870205-0115,0
58,WSJ870206-0068,0
58,WSJ870209-0004,0
58,WSJ870209-0005,0
58,WSJ870217-0040,0
58,WSJ870219-0096,0
58,WSJ870219-0101,0
58,WSJ870220-0103,0
58,WSJ870224-0110,0
58,WSJ870227-0049,0
58,WSJ870303-0105,0
58,WSJ870303-0134,0
58,WSJ870309-0009,0
58,WSJ870311-0070,0
58,WSJ870316-0060,0
58,WSJ870324-0116,0
58,WSJ870327-0054,0
58,WSJ870327-0123,0
58,WSJ870327-0124,0
58,WSJ870331-0011,0
58,WSJ870401-0017,0
58,WSJ870401-0018,0
58,WSJ870406-0055,0
58,WSJ870406-0102,0
58,WSJ870407-0147,0
58,WSJ870408-0035,0
58,WSJ870408-0036,0
58,WSJ870408-0129,0
58,WSJ870410-0025,0
58,WSJ870415-0002,0
58,WSJ870415-0030,0
58,WSJ870416-0008,1
58,WSJ870417-0160,0
58,WSJ870420-0014,0
58,WSJ870424-0069,0
58,WSJ870427-0070,0
58,WSJ870428-0057,0
58,WSJ870429-0145,0
58,WSJ870429-0151,0
58,WSJ870505-0039,0
58,WSJ870514-0123,0
58,WSJ870514-0124,0
58,WSJ870515-0036,0
58,WSJ870515-0050,0
58,WSJ870518-0102,0
58,WSJ870518-0103,1
58,WSJ870518-0124,0
58,WSJ870520-0061,0
58,WSJ870522-0095,0
58,WSJ870522-0157,0
58,WSJ870526-0152,0
58,WSJ870527-0059,0
58,WSJ870605-0153,0
58,WSJ870608-0011,0
58,WSJ870610-0023,0
58,WSJ870610-0027,0
58,WSJ870610-0028,0
58,WSJ870611-0068,0
58,WSJ870615-0041,0
58,WSJ870615-0083,0
58,WSJ870615-0084,0
58,WSJ870617-0019,0
58,WSJ870618-0150,0
58,WSJ870619-0058,0
58,WSJ870619-0070,0
58,WSJ870622-0030,0
58,WSJ870624-0106,0
58,WSJ870626-0008,0
58,WSJ870629-0139,0
58,WSJ870629-0141,0
58,WSJ870630-0006,0
58,WSJ870630-0007,0
58,WSJ870630-0121,0
58,WSJ870630-0145,0
58,WSJ870701-0086,0
58,WSJ870701-0088,0
58,WSJ870702-0168,0
58,WSJ870703-0138,0
58,WSJ870706-0027,0
58,WSJ870706-0052,0
58,WSJ870710-0041,0
58,WSJ870710-0061,0
58,WSJ870710-0063,0
58,WSJ870710-0159,0
58,WSJ870713-0001,0
58,WSJ870714-0061,0
58,WSJ870714-0062,0
58,WSJ870714-0125,0
58,WSJ870715-0086,0
58,WSJ870716-0086,0
58,WSJ870717-0095,0
58,WSJ870720-0061,0
58,WSJ870721-0145,0
58,WSJ870722-0077,0
58,WSJ870724-0029,0
58,WSJ870729-0009,0
58,WSJ870729-0090,0
58,WSJ870729-0117,0
58,WSJ870731-0071,0
58,WSJ870804-0095,0
58,WSJ870805-0035,0
58,WSJ870805-0056,0
58,WSJ870806-0026,0
58,WSJ870806-0120,0
58,WSJ870806-0154,0
58,WSJ870807-0001,0
58,WSJ870811-0014,0
58,WSJ870811-0052,0
58,WSJ870811-0103,0
58,WSJ870811-0105,0
58,WSJ870812-0127,0
58,WSJ870812-0129,0
58,WSJ870813-0122,0
58,WSJ870813-0124,0
58,WSJ870814-0111,0
58,WSJ870817-0134,0
58,WSJ870817-0136,0
58,WSJ870817-0140,0
58,WSJ870818-0012,0
58,WSJ870818-0014,0
58,WSJ870820-0076,1
58,WSJ870820-0084,0
58,WSJ870820-0086,0
58,WSJ870821-0096,1
58,WSJ870824-0082,0
58,WSJ870824-0084,1
58,WSJ870825-0009,0
58,WSJ870825-0011,1
58,WSJ870825-0060,0
58,WSJ870825-0062,1
58,WSJ870825-0070,0
58,WSJ870825-0102,0
58,WSJ870826-0039,0
58,WSJ870826-0041,1
58,WSJ870826-0074,0
58,WSJ870826-0088,0
58,WSJ870826-0090,0
58,WSJ870826-0111,0
58,WSJ870827-0005,0
58,WSJ870827-0083,0
58,WSJ870827-0109,1
58,WSJ870828-0019,0
58,WSJ870828-0023,0
58,WSJ870828-0098,0
58,WSJ870828-0099,1
58,WSJ870828-0140,0
58,WSJ870831-0012,0
58,WSJ870831-0014,0
58,WSJ870831-0015,0
58,WSJ870831-0019,0
58,WSJ870831-0020,1
58,WSJ870831-0024,0
58,WSJ870831-0139,0
58,WSJ870831-0140,0
58,WSJ870901-0022,0
58,WSJ870901-0027,0
58,WSJ870901-0033,0
58,WSJ870901-0034,0
58,WSJ870901-0053,0
58,WSJ870902-0104,0
58,WSJ870902-0105,0
58,WSJ870903-0076,0
58,WSJ870909-0039,0
58,WSJ870909-0065,0
58,WSJ870909-0080,0
58,WSJ870910-0006,0
58,WSJ870911-0079,0
58,WSJ870914-0062,0
58,WSJ870915-0112,0
58,WSJ870916-0067,0
58,WSJ870916-0078,0
58,WSJ870916-0142,0
58,WSJ870917-0001,0
58,WSJ870918-0108,0
58,WSJ870921-0094,0
58,WSJ870921-0168,0
58,WSJ870923-0068,0
58,WSJ870923-0070,0
58,WSJ870924-0008,0
58,WSJ870924-0010,0
58,WSJ870930-0019,0
58,WSJ871001-0098,0
58,WSJ871001-0119,0
58,WSJ871002-0061,0
58,WSJ871002-0133,0
58,WSJ871005-0014,0
58,WSJ871007-0033,0
58,WSJ871007-0044,0
58,WSJ871007-0089,0
58,WSJ871008-0110,0
58,WSJ871009-0012,0
58,WSJ871009-0119,0
58,WSJ871012-0007,0
58,WSJ871012-0046,0
58,WSJ871012-0067,0
58,WSJ871012-0115,0
58,WSJ871014-0070,0
58,WSJ871016-0002,0
58,WSJ871016-0066,0
58,WSJ871019-0083,0
58,WSJ871019-0116,0
58,WSJ871019-0118,0
58,WSJ871022-0032,0
58,WSJ871027-0067,0
58,WSJ871028-0038,0
58,WSJ871029-0083,0
58,WSJ871029-0085,0
58,WSJ871030-0118,0
58,WSJ871030-0120,0
58,WSJ871103-0032,0
58,WSJ871105-0024,0
58,WSJ871106-0100,0
58,WSJ871109-0002,0
58,WSJ871109-0004,0
58,WSJ871110-0108,0
58,WSJ871110-0121,0
58,WSJ871116-0164,0
58,WSJ871116-0166,0
58,WSJ871117-0096,1
58,WSJ871120-0148,0
58,WSJ871123-0026,0
58,WSJ871123-0028,0
58,WSJ871123-0030,0
58,WSJ871123-0032,1
58,WSJ871127-0066,0
58,WSJ871127-0107,0
58,WSJ871130-0108,0
58,WSJ871201-0026,0
58,WSJ871204-0106,0
58,WSJ871207-0010,0
58,WSJ871209-0011,0
58,WSJ871215-0008,0
58,WSJ871215-0103,0
58,WSJ871216-0047,0
58,WSJ871217-0027,0
58,WSJ871223-0001,0
58,WSJ871223-0036,0
58,WSJ871223-0097,0
58,WSJ871229-0007,0
58,WSJ871229-0071,0
58,WSJ880104-0019,0
58,WSJ880104-0096,0
58,WSJ880111-0081,0
58,WSJ880120-0041,0
58,WSJ880121-0088,0
58,WSJ880201-0080,0
58,WSJ880201-0159,0
58,WSJ880204-0018,0
58,WSJ880204-0022,0
58,WSJ880208-0022,0
58,WSJ880208-0032,0
58,WSJ880210-0038,0
58,WSJ880211-0012,0
58,WSJ880211-0110,0
58,WSJ880212-0118,0
58,WSJ880216-0039,0
58,WSJ880217-0093,0
58,WSJ880222-0046,0
58,WSJ880222-0050,0
58,WSJ880222-0068,0
58,WSJ880222-0072,0
58,WSJ880223-0090,0
58,WSJ880225-0090,0
58,WSJ880225-0099,0
58,WSJ880226-0094,1
58,WSJ880229-0012,0
58,WSJ880229-0075,0
58,WSJ880301-0009,0
58,WSJ880301-0148,0
58,WSJ880308-0049,0
58,WSJ880308-0053,0
58,WSJ880308-0103,0
58,WSJ880308-0184,0
58,WSJ880315-0124,0
58,WSJ880316-0179,0
58,WSJ880317-0091,0
58,WSJ880317-0104,1
58,WSJ880318-0081,0
58,WSJ880323-0096,1
58,WSJ880324-0024,1
58,WSJ880324-0038,0
58,WSJ880324-0159,0
58,WSJ880325-0139,0
58,WSJ880329-0014,0
58,WSJ880330-0075,0
58,WSJ880331-0117,0
58,WSJ880401-0043,0
58,WSJ880401-0109,0
58,WSJ880411-0064,0
58,WSJ880415-0103,0
58,WSJ880421-0007,0
58,WSJ880421-0099,1
58,WSJ880425-0106,0
58,WSJ880426-0013,0
58,WSJ880503-0168,0
58,WSJ880504-0002,0
58,WSJ880505-0010,0
58,WSJ880506-0012,0
58,WSJ880506-0179,0
58,WSJ880509-0001,0
58,WSJ880509-0112,0
58,WSJ880511-0021,0
58,WSJ880511-0084,0
58,WSJ880512-0066,0
58,WSJ880513-0102,0
58,WSJ880519-0032,0
58,WSJ880520-0048,0
58,WSJ880526-0079,0
58,WSJ880531-0090,0
58,WSJ880602-0022,0
58,WSJ880603-0015,0
58,WSJ880603-0018,0
58,WSJ880603-0111,0
58,WSJ880606-0079,0
58,WSJ880606-0088,0
58,WSJ880607-0122,0
58,WSJ880607-0125,0
58,WSJ880610-0123,0
58,WSJ880610-0165,0
58,WSJ880620-0009,0
58,WSJ880620-0012,0
58,WSJ880621-0059,0
58,WSJ880622-0050,0
58,WSJ880622-0053,0
58,WSJ880623-0001,0
58,WSJ880628-0097,0
58,WSJ880629-0023,0
58,WSJ880629-0081,0
58,WSJ880706-0103,0
58,WSJ880706-0111,1
58,WSJ880708-0019,0
58,WSJ880708-0075,0
58,WSJ880722-0095,0
58,WSJ880726-0005,0
58,WSJ880726-0007,0
58,WSJ880727-0020,0
58,WSJ880727-0143,0
58,WSJ880728-0071,0
58,WSJ880802-0039,0
58,WSJ880802-0147,0
58,WSJ880804-0017,0
58,WSJ880804-0019,1
58,WSJ880804-0044,0
58,WSJ880805-0022,0
58,WSJ880805-0081,1
58,WSJ880808-0057,0
58,WSJ880811-0148,0
58,WSJ880811-0150,0
58,WSJ880815-0059,0
58,WSJ880818-0030,0
58,WSJ880818-0032,0
58,WSJ880818-0122,0
58,WSJ880818-0165,0
58,WSJ880825-0001,0
58,WSJ880829-0045,0
58,WSJ880831-0046,0
58,WSJ880901-0074,0
58,WSJ880902-0118,0
58,WSJ880902-0120,0
58,WSJ880906-0083,0
58,WSJ880907-0029,0
58,WSJ880909-0065,0
58,WSJ880912-0176,0
58,WSJ880912-0178,1
58,WSJ880913-0034,0
58,WSJ880913-0036,0
58,WSJ880915-0168,0
58,WSJ880920-0086,0
58,WSJ880920-0091,0
58,WSJ880922-0024,0
58,WSJ880930-0012,0
58,WSJ880930-0014,0
58,WSJ881003-0163,0
58,WSJ881005-0153,0
58,WSJ881006-0041,0
58,WSJ881010-0148,0
58,WSJ881011-0004,0
58,WSJ881011-0010,0
58,WSJ881011-0106,0
58,WSJ881013-0021,0
58,WSJ881014-0074,0
58,WSJ881017-0057,0
58,WSJ881020-0025,0
58,WSJ881024-0037,0
58,WSJ881024-0086,0
58,WSJ881025-0101,0
58,WSJ881026-0035,0
58,WSJ881027-0089,0
58,WSJ881031-0031,0
58,WSJ881101-0172,0
58,WSJ881104-0169,0
58,WSJ881107-0094,0
58,WSJ881111-0015,0
58,WSJ881111-0154,0
58,WSJ881114-0051,0
58,WSJ881117-0142,0
58,WSJ890726-0165,0
58,WSJ890727-0001,0
58,WSJ890731-0016,1
58,WSJ890804-0054,0
58,WSJ890807-0021,0
58,WSJ890807-0090,0
58,WSJ890808-0014,0
58,WSJ890809-0163,0
58,WSJ890810-0038,0
58,WSJ890811-0006,0
58,WSJ890814-0003,0
58,WSJ890815-0074,0
58,WSJ890816-0088,0
58,WSJ890821-0093,0
58,WSJ890824-0034,0
58,WSJ890824-0059,0
58,WSJ890824-0080,0
58,WSJ890825-0029,0
58,WSJ890825-0142,0
58,WSJ890825-0146,0
58,WSJ890828-0103,0
58,WSJ890828-0107,0
58,WSJ890905-0135,0
58,WSJ890908-0016,0
58,WSJ890908-0153,0
58,WSJ890911-0128,0
58,WSJ890913-0096,0
58,WSJ890920-0139,0
58,WSJ890922-0189,0
58,WSJ890927-0125,0
58,WSJ890928-0156,0
58,WSJ891002-0045,0
58,WSJ891005-0014,0
58,WSJ891005-0015,0
58,WSJ891005-0150,0
58,WSJ891006-0001,0
58,WSJ891006-0065,0
58,WSJ891006-0120,0
58,WSJ891009-0187,0
58,WSJ891012-0023,0
58,WSJ891016-0011,0
58,WSJ891016-0158,0
58,WSJ891017-0015,0
58,WSJ891017-0082,0
58,WSJ891019-0044,0
58,WSJ891019-0141,0
58,WSJ891023-0055,0
58,WSJ891027-0092,0
58,WSJ891027-0130,0
58,WSJ891031-0039,0
58,WSJ891102-0036,0
58,WSJ900402-0073,0
58,WSJ900402-0077,0
58,WSJ900402-0143,0
58,WSJ900403-0112,1
58,WSJ900404-0077,1
58,WSJ900405-0041,0
58,WSJ900405-0057,1
58,WSJ900406-0048,1
58,WSJ900412-0144,0
58,WSJ900417-0100,0
58,WSJ900419-0129,0
58,WSJ900423-0132,0
58,WSJ900430-0180,0
58,WSJ900507-0015,0
58,WSJ900507-0068,0
58,WSJ900507-0121,1
58,WSJ900507-0147,0
58,WSJ900508-0098,0
58,WSJ900509-0105,0
58,WSJ900509-0111,0
58,WSJ900509-0160,0
58,WSJ900516-0069,0
58,WSJ900516-0085,0
58,WSJ900517-0022,0
58,WSJ900521-0007,0
58,WSJ900522-0128,0
58,WSJ900523-0056,0
58,WSJ900523-0166,0
58,WSJ900524-0028,1
58,WSJ900525-0018,1
58,WSJ900530-0013,0
58,WSJ900531-0102,0
58,WSJ900605-0042,0
58,WSJ900608-0069,0
58,WSJ900625-0120,0
58,WSJ900702-0011,0
58,WSJ900702-0097,0
58,WSJ900702-0114,0
58,WSJ900702-0130,0
58,WSJ900703-0077,0
58,WSJ900705-0143,0
58,WSJ900706-0125,0
58,WSJ900709-0016,0
58,WSJ900709-0054,0
58,WSJ900709-0071,0
58,WSJ900710-0036,0
58,WSJ900712-0095,0
58,WSJ900713-0054,0
58,WSJ900717-0044,0
58,WSJ900717-0153,0
58,WSJ900723-0075,0
58,WSJ900731-0120,0
58,WSJ900801-0028,0
58,WSJ900802-0031,0
58,WSJ900802-0171,0
58,WSJ900803-0053,0
58,WSJ900806-0080,0
58,WSJ900806-0150,0
58,WSJ900808-0087,0
58,WSJ900809-0067,0
58,WSJ900810-0137,0
58,WSJ900813-0094,0
58,WSJ900813-0139,0
58,WSJ900814-0052,0
58,WSJ900817-0025,0
58,WSJ900820-0037,0
58,WSJ900821-0081,0
58,WSJ900905-0076,0
58,WSJ900906-0050,0
58,WSJ900906-0127,0
58,WSJ900911-0082,0
58,WSJ900912-0024,0
58,WSJ900912-0116,0
58,WSJ900913-0121,0
58,WSJ900914-0067,0
58,WSJ900914-0105,0
58,WSJ900917-0077,0
58,WSJ900917-0099,1
58,WSJ900917-0170,0
58,WSJ900918-0070,0
58,WSJ900919-0051,0
58,WSJ900921-0138,0
58,WSJ900924-0082,0
58,WSJ901221-0052,0
58,WSJ901224-0040,0
58,WSJ901224-0121,1
58,WSJ901227-0116,0
58,WSJ901228-0043,0
58,WSJ910102-0076,0
58,WSJ910108-0052,0
58,WSJ910110-0126,0
58,WSJ910114-0101,0
58,WSJ910117-0050,1
58,WSJ910117-0094,0
58,WSJ910117-0118,0
58,WSJ910121-0127,0
58,WSJ910125-0014,0
58,WSJ910125-0115,0
58,WSJ910128-0066,0
58,WSJ910128-0116,0
58,WSJ910129-0105,0
58,WSJ910130-0036,0
58,WSJ910131-0063,0
58,WSJ910131-0113,0
58,WSJ910201-0133,0
58,WSJ910201-0178,0
58,WSJ910204-0103,0
58,WSJ910205-0029,0
58,WSJ910205-0092,0
58,WSJ910205-0119,0
58,WSJ910207-0033,0
58,WSJ910208-0016,0
58,WSJ910208-0017,0
58,WSJ910208-0021,0
58,WSJ910211-0065,0
58,WSJ910211-0070,0
58,WSJ910213-0039,0
58,WSJ910213-0067,0
58,WSJ910213-0109,0
58,WSJ910214-0059,0
58,WSJ910214-0139,0
58,WSJ910215-0044,0
58,WSJ910215-0051,0
58,WSJ910215-0078,1
58,WSJ910219-0013,0
58,WSJ910222-0094,0
58,WSJ910226-0073,0
58,WSJ910226-0083,0
58,WSJ910227-0071,0
58,WSJ910228-0054,0
58,WSJ910228-0138,0
58,WSJ910301-0005,0
58,WSJ910301-0034,0
58,WSJ910301-0121,0
58,WSJ910305-0007,1
58,WSJ910307-0084,0
58,WSJ910307-0091,0
58,WSJ910312-0023,0
58,WSJ910314-0055,0
58,WSJ910315-0043,0
58,WSJ910315-0082,1
58,WSJ910320-0133,0
58,WSJ910329-0006,1
58,WSJ910403-0148,0
58,WSJ910404-0047,0
58,WSJ910404-0068,0
58,WSJ910405-0073,0
58,WSJ910405-0103,0
58,WSJ910405-0148,0
58,WSJ910408-0093,0
58,WSJ910409-0156,1
58,WSJ910411-0140,0
58,WSJ910412-0003,0
58,WSJ910412-0064,0
58,WSJ910415-0173,1
58,WSJ910416-0073,1
58,WSJ910416-0137,0
58,WSJ910416-0141,0
58,WSJ910417-0010,1
58,WSJ910417-0011,0
58,WSJ910417-0099,0
58,WSJ910418-0038,1
58,WSJ910418-0049,0
58,WSJ910418-0057,0
58,WSJ910418-0115,1
58,WSJ910419-0079,0
58,WSJ910419-0147,0
58,WSJ910422-0032,0
58,WSJ910423-0049,0
58,WSJ910502-0136,0
58,WSJ910506-0025,0
58,WSJ910506-0170,0
58,WSJ910510-0058,0
58,WSJ910530-0026,0
58,WSJ910603-0108,0
58,WSJ910606-0100,0
58,WSJ910610-0047,0
58,WSJ910612-0048,0
58,WSJ910613-0109,0
58,WSJ910614-0141,0
58,WSJ910617-0139,0
58,WSJ910619-0077,1
58,WSJ910620-0024,0
58,WSJ910625-0041,0
58,WSJ910703-0078,0
58,WSJ910705-0044,0
58,WSJ910705-0050,0
58,WSJ910710-0010,0
58,WSJ910710-0072,0
58,WSJ910712-0030,0
58,WSJ910715-0130,0
58,WSJ910717-0148,0
58,WSJ910719-0073,0
58,WSJ910722-0021,0
58,WSJ910724-0065,0
58,WSJ910725-0046,0
58,WSJ910731-0082,0
58,WSJ910805-0164,0
58,WSJ910808-0056,0
58,WSJ910812-0054,0
58,WSJ910812-0145,0
58,WSJ910822-0028,0
58,WSJ910823-0101,0
58,WSJ910826-0012,0
58,WSJ910830-0101,0
58,WSJ910830-0124,0
58,WSJ910906-0106,0
58,WSJ910909-0078,0
58,WSJ910910-0027,0
58,WSJ910912-0123,0
58,WSJ910916-0143,0
58,WSJ910919-0118,0
58,WSJ910927-0067,0
58,WSJ910930-0036,0
58,WSJ910930-0139,0
58,WSJ911001-0085,0
58,WSJ911001-0160,0
58,WSJ911003-0006,0
58,WSJ911003-0078,0
58,WSJ911004-0015,0
58,WSJ911008-0020,0
58,WSJ911011-0056,0
58,WSJ911011-0147,0
58,WSJ911014-0175,0
58,WSJ911015-0054,0
58,WSJ911016-0039,1
58,WSJ911028-0146,0
58,WSJ911029-0012,0
58,WSJ911029-0036,0
58,WSJ911029-0084,0
58,WSJ911030-0071,0
58,WSJ911030-0093,0
58,WSJ911104-0094,0
58,WSJ911104-0133,0
58,WSJ911105-0078,0
58,WSJ911108-0091,0
58,WSJ911111-0156,0
58,WSJ911114-0035,0
58,WSJ911115-0093,0
58,WSJ911126-0010,0
58,WSJ911126-0035,0
58,WSJ911127-0123,0
58,WSJ920108-0170,0
58,WSJ920109-0092,0
58,WSJ920113-0094,0
58,WSJ920113-0163,0
58,WSJ920114-0012,0
58,WSJ920114-0105,0
58,WSJ920120-0152,0
58,WSJ920123-0078,0
58,WSJ920128-0003,0
58,WSJ920203-0110,0
58,WSJ920205-0119,0
58,WSJ920210-0071,0
58,WSJ920212-0172,0
58,WSJ920214-0010,0
58,WSJ920218-0150,0
58,WSJ920219-0023,0
58,WSJ920224-0147,0
58,WSJ920226-0050,0
58,WSJ920228-0097,0
58,WSJ920303-0084,0
58,WSJ920309-0065,0
58,WSJ920310-0107,0
58,WSJ920317-0101,0
59,WSJ861202-0016,0
59,WSJ861202-0104,0
59,WSJ861211-0029,0
59,WSJ861212-0070,0
59,WSJ861212-0080,0
59,WSJ861215-0089,0
59,WSJ861216-0164,0
59,WSJ861217-0037,0
59,WSJ861217-0038,0
59,WSJ861218-0140,0
59,WSJ861219-0183,0
59,WSJ861222-0197,0
59,WSJ861226-0047,0
59,WSJ861230-0073,0
59,WSJ870105-0001,0
59,WSJ870105-0002,0
59,WSJ870105-0082,0
59,WSJ870105-0103,0
59,WSJ870106-0158,0
59,WSJ870107-0076,0
59,WSJ870108-0128,0
59,WSJ870109-0106,0
59,WSJ870109-0133,0
59,WSJ870112-0012,0
59,WSJ870113-0172,0
59,WSJ870116-0001,0
59,WSJ870116-0002,1
59,WSJ870116-0048,0
59,WSJ870119-0014,1
59,WSJ870120-0017,1
59,WSJ870121-0039,0
59,WSJ870127-0004,0
59,WSJ870127-0102,0
59,WSJ870129-0190,0
59,WSJ870130-0136,0
59,WSJ870209-0154,0
59,WSJ870218-0080,0
59,WSJ870220-0105,0
59,WSJ870220-0106,0
59,WSJ870223-0088,0
59,WSJ870302-0009,1
59,WSJ870302-0096,0
59,WSJ870303-0087,0
59,WSJ870306-0065,0
59,WSJ870309-0040,0
59,WSJ870310-0121,0
59,WSJ870313-0114,0
59,WSJ870319-0105,0
59,WSJ870319-0107,0
59,WSJ870319-0108,0
59,WSJ870319-0117,0
59,WSJ870326-0061,0
59,WSJ870330-0120,0
59,WSJ870407-0109,1
59,WSJ870410-0156,0
59,WSJ870410-0157,0
59,WSJ870413-0047,0
59,WSJ870414-0112,0
59,WSJ870423-0057,0
59,WSJ870424-0104,0
59,WSJ870428-0092,0
59,WSJ870512-0030,0
59,WSJ870513-0053,0
59,WSJ870513-0054,0
59,WSJ870518-0051,0
59,WSJ870518-0115,0
59,WSJ870526-0003,1
59,WSJ870528-0135,0
59,WSJ870612-0045,0
59,WSJ870612-0188,0
59,WSJ870615-0001,0
59,WSJ870616-0019,0
59,WSJ870617-0080,0
59,WSJ870618-0039,0
59,WSJ870623-0149,0
59,WSJ870625-0050,0
59,WSJ870630-0029,0
59,WSJ870630-0122,0
59,WSJ870702-0016,0
59,WSJ870703-0147,0
59,WSJ870714-0094,0
59,WSJ870717-0015,0
59,WSJ870720-0020,1
59,WSJ870720-0079,0
59,WSJ870723-0018,0
59,WSJ870723-0020,1
59,WSJ870727-0043,0
59,WSJ870728-0001,1
59,WSJ870728-0103,0
59,WSJ870729-0037,0
59,WSJ870729-0141,0
59,WSJ870803-0003,1
59,WSJ870806-0094,0
59,WSJ870812-0002,0
59,WSJ870812-0123,0
59,WSJ870813-0001,1
59,WSJ870817-0106,0
59,WSJ870817-0130,0
59,WSJ870818-0001,0
59,WSJ870819-0001,0
59,WSJ870827-0061,0
59,WSJ870831-0083,0
59,WSJ870901-0092,0
59,WSJ870909-0077,0
59,WSJ870910-0078,0
59,WSJ870910-0079,0
59,WSJ870910-0121,0
59,WSJ870914-0085,0
59,WSJ870915-0085,0
59,WSJ870918-0167,0
59,WSJ870922-0129,0
59,WSJ870924-0063,0
59,WSJ870928-0084,0
59,WSJ871008-0058,0
59,WSJ871012-0159,0
59,WSJ871013-0001,0
59,WSJ871014-0049,0
59,WSJ871016-0150,0
59,WSJ871019-0045,0
59,WSJ871022-0027,0
59,WSJ871027-0106,0
59,WSJ871027-0120,0
59,WSJ871027-0121,0
59,WSJ871102-0172,0
59,WSJ871102-0174,0
59,WSJ871104-0112,0
59,WSJ871104-0114,0
59,WSJ871106-0113,0
59,WSJ871110-0074,0
59,WSJ871113-0109,0
59,WSJ871113-0125,0
59,WSJ871116-0002,1
59,WSJ871117-0036,0
59,WSJ871117-0039,0
59,WSJ871117-0090,0
59,WSJ871120-0016,0
59,WSJ871127-0018,1
59,WSJ871127-0109,0
59,WSJ871202-0020,0
59,WSJ871202-0021,0
59,WSJ871204-0014,0
59,WSJ871209-0018,0
59,WSJ871214-0011,0
59,WSJ871214-0019,0
59,WSJ871215-0028,1
59,WSJ871216-0019,1
59,WSJ871216-0063,0
59,WSJ871216-0124,0
59,WSJ871217-0097,0
59,WSJ871218-0002,0
59,WSJ871221-0140,0
59,WSJ871223-0101,0
59,WSJ871228-0028,0
59,WSJ871229-0009,0
59,WSJ871229-0025,0
59,WSJ871230-0028,1
59,WSJ871231-0030,0
59,WSJ871231-0146,0
59,WSJ880104-0028,0
59,WSJ880106-0112,0
59,WSJ880106-0154,0
59,WSJ880108-0024,0
59,WSJ880108-0028,1
59,WSJ880108-0077,0
59,WSJ880113-0027,0
59,WSJ880114-0075,0
59,WSJ880114-0129,0
59,WSJ880119-0079,0
59,WSJ880121-0001,1
59,WSJ880127-0050,0
59,WSJ880127-0054,0
59,WSJ880127-0126,0
59,WSJ880129-0001,0
59,WSJ880202-0132,0
59,WSJ880205-0048,0
59,WSJ880205-0110,0
59,WSJ880208-0001,1
59,WSJ880208-0094,0
59,WSJ880209-0092,0
59,WSJ880209-0103,0
59,WSJ880209-0107,1
59,WSJ880210-0028,0
59,WSJ880212-0109,0
59,WSJ880222-0020,1
59,WSJ880224-0034,0
59,WSJ880225-0120,0
59,WSJ880303-0084,0
59,WSJ880318-0031,0
59,WSJ880318-0068,0
59,WSJ880318-0112,0
59,WSJ880330-0035,0
59,WSJ880330-0107,0
59,WSJ880404-0068,0
59,WSJ880404-0072,0
59,WSJ880411-0064,0
59,WSJ880414-0064,0
59,WSJ880414-0068,0
59,WSJ880414-0108,0
59,WSJ880418-0122,0
59,WSJ880420-0002,1
59,WSJ880425-0165,0
59,WSJ880426-0130,0
59,WSJ880426-0134,0
59,WSJ880428-0012,0
59,WSJ880509-0001,0
59,WSJ880509-0142,0
59,WSJ880513-0086,0
59,WSJ880516-0025,0
59,WSJ880516-0029,0
59,WSJ880517-0027,0
59,WSJ880517-0176,0
59,WSJ880520-0061,0
59,WSJ880523-0026,0
59,WSJ880524-0013,0
59,WSJ880527-0159,0
59,WSJ880601-0018,0
59,WSJ880601-0061,0
59,WSJ880601-0160,0
59,WSJ880602-0042,0
59,WSJ880603-0015,0
59,WSJ880603-0160,0
59,WSJ880606-0089,0
59,WSJ880610-0052,0
59,WSJ880610-0115,0
59,WSJ880613-0123,0
59,WSJ880616-0054,0
59,WSJ880624-0034,0
59,WSJ880624-0037,0
59,WSJ880627-0099,0
59,WSJ880628-0005,0
59,WSJ880628-0030,0
59,WSJ880628-0033,0
59,WSJ880628-0035,0
59,WSJ880628-0044,0
59,WSJ880629-0074,0
59,WSJ880629-0077,0
59,WSJ880629-0105,0
59,WSJ880629-0118,0
59,WSJ880630-0098,0
59,WSJ880705-0032,0
59,WSJ880706-0001,0
59,WSJ880706-0003,0
59,WSJ880706-0167,0
59,WSJ880708-0001,1
59,WSJ880708-0008,0
59,WSJ880711-0037,0
59,WSJ880711-0039,0
59,WSJ880712-0128,0
59,WSJ880714-0141,0
59,WSJ880715-0120,0
59,WSJ880715-0143,0
